Census year,Block ID,Property ID,Base property ID,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,x coordinate,y coordinate,Location
2018,82,105460,105460,Melbourne (CBD),Vacant,0,Vacant Space,144.9549226,-37.81276886,"(-37.81276886, 144.9549226)"
2018,82,105460,105460,Melbourne (CBD),Jones Lang Lasalle,6720,Real Estate Services,144.9549226,-37.81276886,"(-37.81276886, 144.9549226)"
2018,82,105460,105460,Melbourne (CBD),Vacant,0,Vacant Space,144.9549226,-37.81276886,"(-37.81276886, 144.9549226)"
2018,82,105460,105460,Melbourne (CBD),Catholic Church Insurance Ltd,6322,General Insurance,144.9549226,-37.81276886,"(-37.81276886, 144.9549226)"
2018,82,105460,105460,Melbourne (CBD),Little Lonsdale Newsagency,4244,Newspaper and Book Retailing,144.9549226,-37.81276886,"(-37.81276886, 144.9549226)"
2018,82,105369,105369,Melbourne (CBD),Russells Old Corner Shop Luncheon Room,4511,Cafes and Restaurants,144.9542466,-37.8125542,"(-37.8125542, 144.9542466)"
2018,91,598268,598268,West Melbourne (Residential),Komegashi,4511,Cafes and Restaurants,144.9536295,-37.81236174,"(-37.81236174, 144.9536295)"
2018,91,598268,598268,West Melbourne (Residential),ANZ Global Education & Migration Services,9539,Other Personal Services n.e.c.,144.9536295,-37.81236174,"(-37.81236174, 144.9536295)"
2018,91,598268,598268,West Melbourne (Residential),Kylin Migration & Education,9539,Other Personal Services n.e.c.,144.9536295,-37.81236174,"(-37.81236174, 144.9536295)"
2018,82,105461,105461,Melbourne (CBD),Tramontana Accountants,6932,Accounting Services,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
2018,82,105461,105461,Melbourne (CBD),Riordans Lawyers,6931,Legal Services,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
2018,82,105461,105461,Melbourne (CBD),McKenzie Ross & Co Pty Ltd,6322,General Insurance,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
2018,82,105461,105461,Melbourne (CBD),Cornerstone Wealth Pty Ltd,6419,Other Auxiliary Finance and Investment Services,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
2018,82,105461,105461,Melbourne (CBD),McCracken & McCracken,6931,Legal Services,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
2018,82,105461,105461,Melbourne (CBD),Angad Australian Institute,8101,Technical and Vocational Education and Training,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
2018,82,105461,105461,Melbourne (CBD),Leanne Warren & Associates,6931,Legal Services,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
2018,82,105461,105461,Melbourne (CBD),Digitech Corporation Pty Ltd,7000,Computer System Design and Related Services,144.9544768,-37.81256911,"(-37.81256911, 144.9544768)"
